index,pokedex_number,name,generation,status,fully_evolved,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2
767,660,Diggersby,6,Normal,1,Digging Pokémon,2,Normal,Ground,1,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,Medium Fast,1,Field,
768,661,Fletchling,6,Normal,0,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,Medium Slow,1,Flying,
769,662,Fletchinder,6,Normal,0,Ember Pokémon,2,Fire,Flying,0.7,16,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,Medium Slow,1,Flying,
770,663,Talonflame,6,Normal,1,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,Medium Slow,1,Flying,
771,664,Scatterbug,6,Normal,0,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,Medium Fast,1,Bug,
772,665,Spewpa,6,Normal,0,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,Medium Fast,1,Bug,
773,666,Vivillon,6,Normal,1,Scale Pokémon,2,Bug,Flying,1.2,17,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,Medium Fast,1,Bug,
774,667,Litleo,6,Normal,0,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,Medium Slow,1,Field,
775,668,Pyroar,6,Normal,1,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,Medium Slow,1,Field,
776,669,Flabébé,6,Normal,0,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,Medium Fast,1,Fairy,
777,670,Floette,6,Normal,0,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,Medium Fast,1,Fairy,
778,671,Florges,6,Normal,1,Garden Pokémon,1,Fairy,,1.1,10,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,Medium Fast,1,Fairy,
779,672,Skiddo,6,Normal,0,Mount Pokémon,1,Grass,,0.9,31,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,Medium Fast,1,Field,
780,673,Gogoat,6,Normal,1,Mount Pokémon,1,Grass,,1.7,91,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,Medium Fast,1,Field,
781,674,Pancham,6,Normal,0,Playful Pokémon,1,Fighting,,0.6,8,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,Medium Fast,2,Field,Human-Like
782,675,Pangoro,6,Normal,1,Daunting Pokémon,2,Fighting,Dark,2.1,136,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,Medium Fast,2,Field,Human-Like
783,676,Furfrou,6,Normal,1,Poodle Pokémon,1,Normal,,1.2,28,1,Fur Coat,,,472,75,80,60,65,90,102,Medium Fast,1,Field,
784,677,Espurr,6,Normal,0,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,Medium Fast,1,Field,
785,678,Meowstic Male,6,Normal,1,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,Medium Fast,1,Field,
786,678,Meowstic Female,6,Normal,1,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,Medium Fast,1,Field,
787,679,Honedge,6,Normal,1,Sword Pokémon,2,Steel,Ghost,0.8,2,1,No Guard,,,325,45,80,100,35,37,28,Medium Fast,1,Mineral,
788,680,Doublade,6,Normal,0,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,Medium Fast,1,Mineral,
789,681,Aegislash Blade Forme,6,Normal,1,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,150,50,150,50,60,Medium Fast,1,Mineral,
790,681,Aegislash Shield Forme,6,Normal,1,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,50,150,50,150,60,Medium Fast,1,Mineral,
791,682,Spritzee,6,Normal,0,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,Medium Fast,1,Fairy,
792,683,Aromatisse,6,Normal,1,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,Medium Fast,1,Fairy,
793,684,Swirlix,6,Normal,0,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,Medium Fast,1,Fairy,
794,685,Slurpuff,6,Normal,1,Meringue Pokémon,1,Fairy,,0.8,5,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,Medium Fast,1,Fairy,
795,686,Inkay,6,Normal,1,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,Medium Fast,2,Water 1,Water 2
796,687,Malamar,6,Normal,1,Overturning Pokémon,2,Dark,Psychic,1.5,47,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,Medium Fast,2,Water 1,Water 2
797,688,Binacle,6,Normal,0,Two-Handed Pokémon,2,Rock,Water,0.5,31,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,Medium Fast,1,Water 3,
798,689,Barbaracle,6,Normal,1,Collective Pokémon,2,Rock,Water,1.3,96,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,Medium Fast,1,Water 3,
799,690,Skrelp,6,Normal,0,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,Medium Fast,2,Dragon,Water 1
800,691,Dragalge,6,Normal,1,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,Medium Fast,2,Dragon,Water 1
801,692,Clauncher,6,Normal,0,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,Slow,2,Water 1,Water 3
802,693,Clawitzer,6,Normal,1,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,Slow,2,Water 1,Water 3
803,694,Helioptile,6,Normal,1,Generator Pokémon,2,Electric,Normal,0.5,6,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,Medium Fast,2,Dragon,Monster
804,695,Heliolisk,6,Normal,1,Generator Pokémon,2,Electric,Normal,1,21,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,Medium Fast,2,Dragon,Monster
805,696,Tyrunt,6,Normal,0,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,Medium Fast,2,Dragon,Monster
806,697,Tyrantrum,6,Normal,1,Despot Pokémon,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,Medium Fast,2,Dragon,Monster
807,698,Amaura,6,Normal,0,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,Medium Fast,1,Monster,
808,699,Aurorus,6,Normal,1,Tundra Pokémon,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,Medium Fast,1,Monster,
809,700,Sylveon,6,Normal,1,Intertwining Pokémon,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,Medium Fast,1,Field,
810,701,Hawlucha,6,Normal,1,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,Medium Fast,2,Flying,Human-Like
811,702,Dedenne,6,Normal,1,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,Medium Fast,2,Fairy,Field
812,703,Carbink,6,Normal,1,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,Slow,2,Fairy,Mineral
813,704,Goomy,6,Normal,0,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,Slow,1,Dragon,
814,705,Sliggoo,6,Normal,0,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,Slow,1,Dragon,
815,706,Goodra,6,Normal,1,Dragon Pokémon,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,Slow,1,Dragon,
816,707,Klefki,6,Normal,1,Key Ring Pokémon,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,470,57,80,91,80,87,75,Fast,1,Mineral,
817,708,Phantump,6,Normal,0,Stump Pokémon,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,Medium Fast,2,Amorphous,Grass
818,709,Trevenant,6,Normal,1,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,Medium Fast,2,Amorphous,Grass
819,710,Pumpkaboo Average Size,6,Normal,0,Pumpkin Pokémon,2,Ghost,Grass,0.4,5,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,Medium Fast,1,Amorphous,
820,710,Pumpkaboo Small Size,6,Normal,0,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,Medium Fast,1,Amorphous,
821,710,Pumpkaboo Large Size,6,Normal,0,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,Medium Fast,1,Amorphous,
822,710,Pumpkaboo Super Size,6,Normal,0,Pumpkin Pokémon,2,Ghost,Grass,0.8,15,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,Medium Fast,1,Amorphous,
826,711,Gourgeist Super Size,6,Normal,1,Pumpkin Pokémon,2,Ghost,Grass,1.7,39,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,Medium Fast,1,Amorphous,
827,712,Bergmite,6,Normal,0,Ice Chunk Pokémon,1,Ice,,1,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,Medium Fast,2,Mineral,Monster
828,713,Avalugg,6,Normal,1,Iceberg Pokémon,1,Ice,,2,505,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,Medium Fast,2,Mineral,Monster
829,714,Noibat,6,Normal,0,Sound Wave Pokémon,2,Flying,Dragon,0.5,8,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,Medium Fast,2,Dragon,Flying
830,715,Noivern,6,Normal,1,Sound Wave Pokémon,2,Flying,Dragon,1.5,85,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,Medium Fast,2,Dragon,Flying
831,716,Xerneas,6,Legendary,1,Life Pokémon,1,Fairy,,3,215,1,Fairy Aura,,,680,126,131,95,131,98,99,Slow,1,Undiscovered,
832,717,Yveltal,6,Legendary,1,Destruction Pokémon,2,Dark,Flying,5.8,203,1,Dark Aura,,,680,126,131,95,131,98,99,Slow,1,Undiscovered,
833,718,Zygarde 50% Forme,6,Legendary,0,Order Pokémon,2,Dragon,Ground,5,305,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,Slow,1,Undiscovered,
834,718,Zygarde 10% Forme,6,Legendary,0,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,Slow,1,Undiscovered,
835,718,Zygarde Complete Forme,6,Legendary,0,Order Pokémon,2,Dragon,Ground,4.5,610,1,Power Construct,,,708,216,100,121,91,95,85,Slow,1,Undiscovered,
836,719,Diancie,6,Mythical,1,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,Slow,1,Undiscovered,
837,719,Mega Diancie,6,Mythical,1,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,Slow,1,Undiscovered,
838,720,Hoopa Hoopa Confined,6,Mythical,1,Mischief Pokémon,2,Psychic,Ghost,0.5,9,1,Magician,,,600,80,110,60,150,130,70,Slow,1,Undiscovered,
839,720,Hoopa Hoopa Unbound,6,Mythical,1,Djinn Pokémon,2,Psychic,Dark,6.5,490,1,Magician,,,680,80,160,60,170,130,80,Slow,1,Undiscovered,
840,721,Volcanion,6,Mythical,1,Steam Pokémon,2,Fire,Water,1.7,195,1,Water Absorb,,,600,80,110,120,130,90,70,Slow,1,Undiscovered,
841,722,Rowlet,7,Normal,0,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,Medium Slow,1,Flying,
842,723,Dartrix,7,Normal,0,Blade Quill Pokémon,2,Grass,Flying,0.7,16,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,Medium Slow,1,Flying,
843,724,Decidueye,7,Normal,1,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,Medium Slow,1,Flying,
844,725,Litten,7,Normal,0,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,Medium Slow,1,Field,
845,726,Torracat,7,Normal,0,Fire Cat Pokémon,1,Fire,,0.7,25,2,Blaze,,Intimidate,420,65,85,50,80,50,90,Medium Slow,1,Field,
846,727,Incineroar,7,Normal,1,Heel Pokémon,2,Fire,Dark,1.8,83,2,Blaze,,Intimidate,530,95,115,90,80,90,60,Medium Slow,1,Field,
847,728,Popplio,7,Normal,0,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,Medium Slow,2,Field,Water 1
848,729,Brionne,7,Normal,0,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,Medium Slow,2,Field,Water 1
849,730,Primarina,7,Normal,1,Soloist Pokémon,2,Water,Fairy,1.8,44,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,Medium Slow,2,Field,Water 1
850,731,Pikipek,7,Normal,0,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,Medium Fast,1,Flying,
851,732,Trumbeak,7,Normal,0,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,Medium Fast,1,Flying,
852,733,Toucannon,7,Normal,1,Cannon Pokémon,2,Normal,Flying,1.1,26,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,Medium Fast,1,Flying,
853,734,Yungoos,7,Normal,0,Loitering Pokémon,1,Normal,,0.4,6,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,Medium Fast,1,Field,
854,735,Gumshoos,7,Normal,1,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,Medium Fast,1,Field,
855,736,Grubbin,7,Normal,0,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,Medium Fast,1,Bug,
856,737,Charjabug,7,Normal,0,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,Medium Fast,1,Bug,
857,738,Vikavolt,7,Normal,1,Stag Beetle Pokémon,2,Bug,Electric,1.5,45,1,Levitate,,,500,77,70,90,145,75,43,Medium Fast,1,Bug,
858,739,Crabrawler,7,Normal,0,Boxing Pokémon,1,Fighting,,0.6,7,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,Medium Fast,1,Water 3,
859,740,Crabominable,7,Normal,1,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,Medium Fast,1,Water 3,
860,741,Oricorio Baile Style,7,Normal,1,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,Medium Fast,1,Flying,
861,741,Oricorio Pom-Pom Style,7,Normal,1,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,Medium Fast,1,Flying,
862,741,Oricorio Pa'u Style,7,Normal,1,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,Medium Fast,1,Flying,
863,741,Oricorio Sensu Style,7,Normal,1,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,Medium Fast,1,Flying,
864,742,Cutiefly,7,Normal,0,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,Medium Fast,2,Bug,Fairy
865,743,Ribombee,7,Normal,1,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,Medium Fast,2,Bug,Fairy
866,744,Rockruff,7,Normal,0,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,Medium Fast,1,Field,
868,745,Lycanroc Midday Form,7,Normal,1,Wolf Pokémon,1,Rock,,0.8,25,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,Medium Fast,1,Field,
869,745,Lycanroc Midnight Form,7,Normal,1,Wolf Pokémon,1,Rock,,1.1,25,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,Medium Fast,1,Field,
870,745,Lycanroc Dusk Form,7,Normal,1,Wolf Pokémon,1,Rock,,0.8,25,1,Tough Claws,,,487,75,117,65,55,65,110,Medium Fast,1,Field,
871,746,Wishiwashi Solo Form,7,Normal,1,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,Fast,1,Water 2,
872,746,Wishiwashi School Form,7,Normal,1,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,Fast,1,Water 2,
873,747,Mareanie,7,Normal,0,Brutal Star Pokémon,2,Poison,Water,0.4,8,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,Medium Fast,1,Water 1,
874,748,Toxapex,7,Normal,1,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,Medium Fast,1,Water 1,
875,749,Mudbray,7,Normal,0,Donkey Pokémon,1,Ground,,1,110,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,Medium Fast,1,Field,
876,750,Mudsdale,7,Normal,1,Draft Horse Pokémon,1,Ground,,2.5,920,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,Medium Fast,1,Field,
877,751,Dewpider,7,Normal,0,Water Bubble Pokémon,2,Water,Bug,0.3,4,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,Medium Fast,2,Bug,Water 1
878,752,Araquanid,7,Normal,1,Water Bubble Pokémon,2,Water,Bug,1.8,82,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,Medium Fast,2,Bug,Water 1
879,753,Fomantis,7,Normal,0,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,Medium Fast,1,Grass,
880,754,Lurantis,7,Normal,1,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,Medium Fast,1,Grass,
881,755,Morelull,7,Normal,0,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,Medium Fast,1,Grass,
882,756,Shiinotic,7,Normal,1,Illuminating Pokémon,2,Grass,Fairy,1,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,Medium Fast,1,Grass,
883,757,Salandit,7,Normal,0,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,Medium Fast,2,Dragon,Monster
884,758,Salazzle,7,Normal,1,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,Medium Fast,2,Dragon,Monster
885,759,Stufful,7,Normal,0,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,Medium Fast,1,Field,
886,760,Bewear,7,Normal,1,Strong Arm Pokémon,2,Normal,Fighting,2.1,135,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,Medium Fast,1,Field,
887,761,Bounsweet,7,Normal,0,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,Medium Slow,1,Grass,
888,762,Steenee,7,Normal,0,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,Medium Slow,1,Grass,
889,763,Tsareena,7,Normal,1,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,Medium Slow,1,Grass,
890,764,Comfey,7,Normal,1,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,Fast,1,Grass,
891,765,Oranguru,7,Normal,1,Sage Pokémon,2,Normal,Psychic,1.5,76,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,Slow,1,Field,
892,766,Passimian,7,Normal,1,Teamwork Pokémon,1,Fighting,,2,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,Slow,1,Field,
893,767,Wimpod,7,Normal,0,Turn Tail Pokémon,2,Bug,Water,0.5,12,1,Wimp Out,,,230,25,35,40,20,30,80,Medium Fast,2,Bug,Water 3
894,768,Golisopod,7,Normal,1,Hard Scale Pokémon,2,Bug,Water,2,108,1,Emergency Exit,,,530,75,125,140,60,90,40,Medium Fast,2,Bug,Water 3
895,769,Sandygast,7,Normal,0,Sand Heap Pokémon,2,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,Medium Fast,1,Amorphous,
896,770,Palossand,7,Normal,1,Sand Castle Pokémon,2,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,Medium Fast,1,Amorphous,
897,771,Pyukumuku,7,Normal,1,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,Fast,1,Water 1,
898,772,Type: Null,7,Sub Legendary,1,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,Slow,1,Undiscovered,
899,773,Silvally,7,Sub Legendary,1,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,Slow,1,Undiscovered,
900,774,Minior Meteor Form,7,Normal,0,Meteor Pokémon,2,Rock,Flying,0.3,40,1,Shields Down,,,440,60,60,100,60,100,60,Medium Slow,1,Mineral,
901,774,Minior Core Form,7,Normal,0,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,Medium Slow,1,Mineral,
902,775,Komala,7,Normal,1,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,Slow,1,Field,
903,776,Turtonator,7,Normal,1,Blast Turtle Pokémon,2,Fire,Dragon,2,212,1,Shell Armor,,,485,60,78,135,91,85,36,Medium Fast,2,Dragon,Monster
904,777,Togedemaru,7,Normal,1,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,Medium Fast,2,Fairy,Field
905,778,Mimikyu,7,Normal,1,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,Medium Fast,1,Amorphous,
906,779,Bruxish,7,Normal,1,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,Medium Fast,1,Water 2,
907,780,Drampa,7,Normal,1,Placid Pokémon,2,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,Medium Fast,2,Dragon,Monster
908,781,Dhelmise,7,Normal,1,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,1,Steelworker,,,517,70,131,100,86,90,40,Medium Fast,1,Mineral,
909,782,Jangmo-o,7,Normal,0,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,Slow,1,Dragon,
910,783,Hakamo-o,7,Normal,0,Scaly Pokémon,2,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,Slow,1,Dragon,
911,784,Kommo-o,7,Normal,1,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,Slow,1,Dragon,
912,785,Tapu Koko,7,Sub Legendary,1,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,Slow,1,Undiscovered,
913,786,Tapu Lele,7,Sub Legendary,1,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,Slow,1,Undiscovered,
914,787,Tapu Bulu,7,Sub Legendary,1,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,Slow,1,Undiscovered,
915,788,Tapu Fini,7,Sub Legendary,1,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,Slow,1,Undiscovered,
916,789,Cosmog,7,Legendary,0,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,Slow,1,Undiscovered,
917,790,Cosmoem,7,Legendary,0,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,Slow,1,Undiscovered,
918,791,Solgaleo,7,Legendary,1,Sunne Pokémon,2,Psychic,Steel,3.4,230,1,Full Metal Body,,,680,137,137,107,113,89,97,Slow,1,Undiscovered,
919,792,Lunala,7,Legendary,1,Moone Pokémon,2,Psychic,Ghost,4,120,1,Shadow Shield,,,680,137,113,89,137,107,97,Slow,1,Undiscovered,
920,793,Nihilego,7,Sub Legendary,1,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,Slow,1,Undiscovered,
921,794,Buzzwole,7,Sub Legendary,1,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,Slow,1,Undiscovered,
